emotion,timestamp
neutral,2025-06-09T23:04:10.797600
neutral,2025-06-09T23:04:10.909058
neutral,2025-06-09T23:04:11.003465
neutral,2025-06-09T23:04:11.099984
angry,2025-06-09T23:04:11.202720
neutral,2025-06-09T23:04:11.296235
neutral,2025-06-09T23:04:11.395694
sad,2025-06-09T23:04:11.473189
sad,2025-06-09T23:04:11.531152
sad,2025-06-09T23:04:11.607142
neutral,2025-06-09T23:04:11.663027
fear,2025-06-09T23:04:11.766307
sad,2025-06-09T23:04:11.839767
sad,2025-06-09T23:04:11.893850
fear,2025-06-09T23:04:11.962244
sad,2025-06-09T23:04:12.034046
sad,2025-06-09T23:04:12.097848
sad,2025-06-09T23:04:12.169705
fear,2025-06-09T23:04:12.224766
fear,2025-06-09T23:04:12.302452
fear,2025-06-09T23:04:12.364267
sad,2025-06-09T23:04:12.426899
sad,2025-06-09T23:04:12.499512
sad,2025-06-09T23:04:12.562962
fear,2025-06-09T23:04:12.633910
fear,2025-06-09T23:04:12.699184
neutral,2025-06-09T23:04:12.763407
neutral,2025-06-09T23:04:12.829516
neutral,2025-06-09T23:04:12.894387
neutral,2025-06-09T23:04:12.963297
neutral,2025-06-09T23:04:13.037341
neutral,2025-06-09T23:04:13.094065
neutral,2025-06-09T23:04:13.170922
neutral,2025-06-09T23:04:13.228082
neutral,2025-06-09T23:04:13.296098
neutral,2025-06-09T23:04:13.362280
neutral,2025-06-09T23:04:13.428584
neutral,2025-06-09T23:04:13.495837
neutral,2025-06-09T23:04:13.562790
neutral,2025-06-09T23:04:13.635388
neutral,2025-06-09T23:04:13.699234
neutral,2025-06-09T23:04:13.765226
neutral,2025-06-09T23:04:13.825684
neutral,2025-06-09T23:04:13.895438
happy,2025-06-09T23:04:13.966108
happy,2025-06-09T23:04:14.029041
happy,2025-06-09T23:04:14.093597
happy,2025-06-09T23:04:14.165749
happy,2025-06-09T23:04:14.241113
happy,2025-06-09T23:04:14.292579
happy,2025-06-09T23:04:14.366313
happy,2025-06-09T23:04:14.459907
happy,2025-06-09T23:04:14.534212
happy,2025-06-09T23:04:14.599737
happy,2025-06-09T23:04:14.662970
happy,2025-06-09T23:04:14.731879
happy,2025-06-09T23:04:14.794701
happy,2025-06-09T23:04:14.861087
happy,2025-06-09T23:04:14.930697
happy,2025-06-09T23:04:14.996868
happy,2025-06-09T23:04:15.062672
happy,2025-06-09T23:04:15.128924
happy,2025-06-09T23:04:15.200572
happy,2025-06-09T23:04:15.261576
happy,2025-06-09T23:04:15.330227
happy,2025-06-09T23:04:15.392367
happy,2025-06-09T23:04:15.460069
happy,2025-06-09T23:04:15.531880
happy,2025-06-09T23:04:15.596133
happy,2025-06-09T23:04:15.661077
happy,2025-06-09T23:04:15.726075
happy,2025-06-09T23:04:15.797331
happy,2025-06-09T23:04:15.858303
happy,2025-06-09T23:04:15.925504
happy,2025-06-09T23:04:15.995027
happy,2025-06-09T23:04:16.059009
happy,2025-06-09T23:04:16.126397
happy,2025-06-09T23:04:16.200448
happy,2025-06-09T23:04:16.260850
happy,2025-06-09T23:04:16.334551
happy,2025-06-09T23:04:16.392583
happy,2025-06-09T23:04:16.465374
happy,2025-06-09T23:04:16.525691
happy,2025-06-09T23:04:16.594437
happy,2025-06-09T23:04:16.660023
happy,2025-06-09T23:04:16.727080
happy,2025-06-09T23:04:16.793504
happy,2025-06-09T23:04:16.859762
happy,2025-06-09T23:04:16.926587
happy,2025-06-09T23:04:16.992983
happy,2025-06-09T23:04:17.062904
happy,2025-06-09T23:04:17.132396
happy,2025-06-09T23:04:17.211213
happy,2025-06-09T23:04:17.328188
happy,2025-06-09T23:04:17.396756
happy,2025-06-09T23:04:17.464296
happy,2025-06-09T23:04:17.529813
happy,2025-06-09T23:04:17.599736
happy,2025-06-09T23:04:17.658185
happy,2025-06-09T23:04:17.727627
happy,2025-06-09T23:04:17.792963
happy,2025-06-09T23:04:17.861099
happy,2025-06-09T23:04:17.925298
happy,2025-06-09T23:04:17.997058
happy,2025-06-09T23:04:18.066795
happy,2025-06-09T23:04:18.135634
happy,2025-06-09T23:04:18.202466
happy,2025-06-09T23:04:18.263033
happy,2025-06-09T23:04:18.328599
happy,2025-06-09T23:04:18.395249
happy,2025-06-09T23:04:18.458882
happy,2025-06-09T23:04:18.531645
happy,2025-06-09T23:04:18.592974
happy,2025-06-09T23:04:18.658983
happy,2025-06-09T23:04:18.726323
happy,2025-06-09T23:04:18.795698
happy,2025-06-09T23:04:18.861474
happy,2025-06-09T23:04:18.926013
happy,2025-06-09T23:04:18.989241
happy,2025-06-09T23:04:19.062841
happy,2025-06-09T23:04:19.127944
happy,2025-06-09T23:04:19.202630
happy,2025-06-09T23:04:19.264885
happy,2025-06-09T23:04:19.332188
happy,2025-06-09T23:04:19.396536
happy,2025-06-09T23:04:19.461970
happy,2025-06-09T23:04:19.525423
happy,2025-06-09T23:04:19.595238
happy,2025-06-09T23:04:19.667852
happy,2025-06-09T23:04:19.774012
happy,2025-06-09T23:04:19.869301
happy,2025-06-09T23:04:19.959696
happy,2025-06-09T23:04:20.024626
happy,2025-06-09T23:04:20.092442
happy,2025-06-09T23:04:20.170615
happy,2025-06-09T23:04:20.229265
happy,2025-06-09T23:04:20.291470
happy,2025-06-09T23:04:20.366814
happy,2025-06-09T23:04:20.422147
happy,2025-06-09T23:04:20.494296
happy,2025-06-09T23:04:20.563118
happy,2025-06-09T23:04:20.628157
happy,2025-06-09T23:04:20.697496
happy,2025-06-09T23:04:20.763362
happy,2025-06-09T23:04:20.828642
happy,2025-06-09T23:04:20.897443
happy,2025-06-09T23:04:20.959919
happy,2025-06-09T23:04:21.028612
happy,2025-06-09T23:04:21.092557
happy,2025-06-09T23:04:21.160007
happy,2025-06-09T23:04:21.232124
happy,2025-06-09T23:04:21.293005
happy,2025-06-09T23:04:21.357807
happy,2025-06-09T23:04:21.426149
happy,2025-06-09T23:04:21.495624
happy,2025-06-09T23:04:21.558998
happy,2025-06-09T23:04:21.625917
happy,2025-06-09T23:04:21.696824
happy,2025-06-09T23:04:21.756560
happy,2025-06-09T23:04:21.828906
happy,2025-06-09T23:04:21.891780
happy,2025-06-09T23:04:21.964328
happy,2025-06-09T23:04:22.023360
happy,2025-06-09T23:04:22.095610
happy,2025-06-09T23:04:22.160836
happy,2025-06-09T23:04:22.227256
happy,2025-06-09T23:04:22.291507
happy,2025-06-09T23:04:22.361939
happy,2025-06-09T23:04:22.433658
happy,2025-06-09T23:04:22.530242
happy,2025-06-09T23:04:22.588177
happy,2025-06-09T23:04:22.657535
happy,2025-06-09T23:04:22.727392
happy,2025-06-09T23:04:22.794983
happy,2025-06-09T23:04:22.859218
happy,2025-06-09T23:04:22.926181
happy,2025-06-09T23:04:22.989642
happy,2025-06-09T23:04:23.089673
happy,2025-06-09T23:04:23.157144
happy,2025-06-09T23:04:23.561335
happy,2025-06-09T23:04:23.625589
happy,2025-06-09T23:04:23.694076
happy,2025-06-09T23:04:23.760108
happy,2025-06-09T23:04:23.826654
happy,2025-06-09T23:04:23.898000
happy,2025-06-09T23:04:23.959455
happy,2025-06-09T23:04:24.026712
happy,2025-06-09T23:04:24.092455
happy,2025-06-09T23:04:24.158460
happy,2025-06-09T23:04:24.235430
happy,2025-06-09T23:04:24.291024
happy,2025-06-09T23:04:24.372117
happy,2025-06-09T23:04:24.468092
happy,2025-06-09T23:04:24.522317
happy,2025-06-09T23:04:24.589769
happy,2025-06-09T23:04:24.658262
happy,2025-06-09T23:04:24.728819
happy,2025-06-09T23:04:24.794326
happy,2025-06-09T23:04:24.858193
happy,2025-06-09T23:04:25.268444
happy,2025-06-09T23:04:25.328011
happy,2025-06-09T23:04:25.393533
happy,2025-06-09T23:04:25.457036
happy,2025-06-09T23:04:25.526718
happy,2025-06-09T23:04:25.591873
happy,2025-06-09T23:04:25.657431
happy,2025-06-09T23:04:25.722450
happy,2025-06-09T23:04:25.791444
happy,2025-06-09T23:04:25.859521
happy,2025-06-09T23:04:25.922900
happy,2025-06-09T23:04:25.992984
happy,2025-06-09T23:04:26.058079
happy,2025-06-09T23:04:26.125372
happy,2025-06-09T23:04:26.204319
happy,2025-06-09T23:04:26.266345
happy,2025-06-09T23:04:26.325624
happy,2025-06-09T23:04:26.391679
happy,2025-06-09T23:04:26.461985
happy,2025-06-09T23:04:26.522491
happy,2025-06-09T23:04:26.589352
happy,2025-06-09T23:04:26.659337
happy,2025-06-09T23:04:26.754890
happy,2025-06-09T23:04:26.825429
happy,2025-06-09T23:04:26.891430
happy,2025-06-09T23:04:26.957397
happy,2025-06-09T23:04:27.023376
happy,2025-06-09T23:04:27.090393
happy,2025-06-09T23:04:27.160697
happy,2025-06-09T23:04:27.225843
happy,2025-06-09T23:04:27.289064
happy,2025-06-09T23:04:27.358180
happy,2025-06-09T23:04:27.421144
happy,2025-06-09T23:04:27.490338
happy,2025-06-09T23:04:27.555448
happy,2025-06-09T23:04:27.621272
happy,2025-06-09T23:04:27.690087
happy,2025-06-09T23:04:27.756213
happy,2025-06-09T23:04:27.821900
happy,2025-06-09T23:04:27.889823
happy,2025-06-09T23:04:27.955384
happy,2025-06-09T23:04:28.022576
happy,2025-06-09T23:04:28.089131
happy,2025-06-09T23:04:28.153961
happy,2025-06-09T23:04:28.222145
happy,2025-06-09T23:04:28.287912
happy,2025-06-09T23:04:28.355336
happy,2025-06-09T23:04:28.423261
happy,2025-06-09T23:04:28.488117
happy,2025-06-09T23:04:28.556764
happy,2025-06-09T23:04:28.623241
happy,2025-06-09T23:04:28.691013
neutral,2025-06-09T23:04:28.757102
happy,2025-06-09T23:04:28.822808
happy,2025-06-09T23:04:28.889652
happy,2025-06-09T23:04:28.955638
happy,2025-06-09T23:04:29.026383
happy,2025-06-09T23:04:29.089710
happy,2025-06-09T23:04:29.156543
happy,2025-06-09T23:04:29.234895
happy,2025-06-09T23:04:29.321286
happy,2025-06-09T23:04:29.392901
happy,2025-06-09T23:04:29.455646
happy,2025-06-09T23:04:29.520917
happy,2025-06-09T23:04:29.589002
happy,2025-06-09T23:04:29.655555
happy,2025-06-09T23:04:29.725692
happy,2025-06-09T23:04:29.789692
neutral,2025-06-09T23:04:29.858228
fear,2025-06-09T23:04:29.918124
neutral,2025-06-09T23:04:29.986951
neutral,2025-06-09T23:04:30.081821
neutral,2025-06-09T23:04:30.154969
neutral,2025-06-09T23:04:30.226850
neutral,2025-06-09T23:04:30.284529
neutral,2025-06-09T23:04:30.352456
neutral,2025-06-09T23:04:30.420098
neutral,2025-06-09T23:04:30.485525
happy,2025-06-09T23:04:30.553237
neutral,2025-06-09T23:04:30.618666
fear,2025-06-09T23:04:30.686694
fear,2025-06-09T23:04:30.751746
sad,2025-06-09T23:04:30.817153
sad,2025-06-09T23:04:30.884791
neutral,2025-06-09T23:04:30.951239
neutral,2025-06-09T23:04:31.019399
neutral,2025-06-09T23:04:31.086930
neutral,2025-06-09T23:04:31.153216
neutral,2025-06-09T23:04:31.223203
neutral,2025-06-09T23:04:31.286199
fear,2025-06-09T23:04:31.351161
neutral,2025-06-09T23:04:31.423989
fear,2025-06-09T23:04:31.485403
fear,2025-06-09T23:04:31.553543
neutral,2025-06-09T23:04:31.619823
angry,2025-06-09T23:04:31.691517
fear,2025-06-09T23:04:31.750657
happy,2025-06-09T23:04:31.819902
happy,2025-06-09T23:04:31.887332
happy,2025-06-09T23:04:31.948197
happy,2025-06-09T23:04:32.021719
happy,2025-06-09T23:04:32.087257
happy,2025-06-09T23:04:32.152411
happy,2025-06-09T23:04:32.224155
happy,2025-06-09T23:04:32.288034
happy,2025-06-09T23:04:32.355198
neutral,2025-06-09T23:04:32.419427
neutral,2025-06-09T23:04:32.485354
neutral,2025-06-09T23:04:32.551231
happy,2025-06-09T23:04:32.620363
neutral,2025-06-09T23:04:32.687712
happy,2025-06-09T23:04:32.754194
happy,2025-06-09T23:04:32.820853
neutral,2025-06-09T23:04:32.886283
neutral,2025-06-09T23:04:32.951294
neutral,2025-06-09T23:04:33.018966
sad,2025-06-09T23:04:33.087807
neutral,2025-06-09T23:04:33.152582
happy,2025-06-09T23:04:33.219989
neutral,2025-06-09T23:04:33.287662
happy,2025-06-09T23:04:33.352001
happy,2025-06-09T23:04:33.419658
happy,2025-06-09T23:04:33.485058
neutral,2025-06-09T23:04:33.552615
happy,2025-06-09T23:04:33.622944
happy,2025-06-09T23:04:33.687643
happy,2025-06-09T23:04:33.752818
neutral,2025-06-09T23:04:33.821655
happy,2025-06-09T23:04:33.888294
neutral,2025-06-09T23:04:33.952477
happy,2025-06-09T23:04:34.018540
happy,2025-06-09T23:04:34.085080
neutral,2025-06-09T23:04:34.156446
happy,2025-06-09T23:04:34.220287
happy,2025-06-09T23:04:34.321121
neutral,2025-06-09T23:04:34.389381
happy,2025-06-09T23:04:34.458483
happy,2025-06-09T23:04:34.520551
neutral,2025-06-09T23:04:34.585571
neutral,2025-06-09T23:04:34.655102
neutral,2025-06-09T23:04:34.721738
sad,2025-06-09T23:04:34.785155
neutral,2025-06-09T23:04:34.852319
sad,2025-06-09T23:04:34.927341
happy,2025-06-09T23:04:34.989478
happy,2025-06-09T23:04:35.054841
happy,2025-06-09T23:04:35.122180
neutral,2025-06-09T23:04:35.190819
happy,2025-06-09T23:04:35.261321
neutral,2025-06-09T23:04:35.319528
happy,2025-06-09T23:04:35.384249
happy,2025-06-09T23:04:35.454465
happy,2025-06-09T23:04:35.519402
happy,2025-06-09T23:04:35.584136
happy,2025-06-09T23:04:35.648755
happy,2025-06-09T23:04:35.716720
happy,2025-06-09T23:04:35.787969
neutral,2025-06-09T23:04:35.855533
happy,2025-06-09T23:04:35.919389
neutral,2025-06-09T23:04:35.984393
happy,2025-06-09T23:04:36.057546
happy,2025-06-09T23:04:36.119104
happy,2025-06-09T23:04:36.183916
neutral,2025-06-09T23:04:36.257056
happy,2025-06-09T23:04:36.316860
happy,2025-06-09T23:04:36.385974
happy,2025-06-09T23:04:36.452622
happy,2025-06-09T23:04:36.518903
happy,2025-06-09T23:04:36.587161
happy,2025-06-09T23:04:36.653192
happy,2025-06-09T23:04:36.716137
happy,2025-06-09T23:04:36.783221
happy,2025-06-09T23:04:36.851180
happy,2025-06-09T23:04:36.918238
neutral,2025-06-09T23:04:36.983485
happy,2025-06-09T23:04:37.050373
happy,2025-06-09T23:04:37.121642
neutral,2025-06-09T23:04:37.184724
happy,2025-06-09T23:04:37.254266
happy,2025-06-09T23:04:37.317326
happy,2025-06-09T23:04:37.384162
happy,2025-06-09T23:04:37.453242
sad,2025-06-09T23:04:37.515902
neutral,2025-06-09T23:04:37.586051
neutral,2025-06-09T23:04:37.649879
happy,2025-06-09T23:04:37.717251
neutral,2025-06-09T23:04:37.784372
neutral,2025-06-09T23:04:37.850126
neutral,2025-06-09T23:04:37.923961
happy,2025-06-09T23:04:38.018134
neutral,2025-06-09T23:04:38.083478
neutral,2025-06-09T23:04:38.153883
neutral,2025-06-09T23:04:38.218575
neutral,2025-06-09T23:04:38.288080
happy,2025-06-09T23:04:38.352478
neutral,2025-06-09T23:04:38.418529
happy,2025-06-09T23:04:38.484182
happy,2025-06-09T23:04:38.556599
neutral,2025-06-09T23:04:38.617260
neutral,2025-06-09T23:04:38.684359
neutral,2025-06-09T23:04:38.750367
neutral,2025-06-09T23:04:38.815661
neutral,2025-06-09T23:04:38.881932
neutral,2025-06-09T23:04:38.948517
neutral,2025-06-09T23:04:39.014060
neutral,2025-06-09T23:04:39.086294
neutral,2025-06-09T23:04:39.153304
neutral,2025-06-09T23:04:39.219172
neutral,2025-06-09T23:04:39.284620
neutral,2025-06-09T23:04:39.349645
sad,2025-06-09T23:04:39.417660
neutral,2025-06-09T23:04:39.484934
neutral,2025-06-09T23:04:39.552110
neutral,2025-06-09T23:04:39.620410
happy,2025-06-09T23:04:39.682126
neutral,2025-06-09T23:04:39.753551
neutral,2025-06-09T23:04:39.816380
neutral,2025-06-09T23:04:39.884788
neutral,2025-06-09T23:04:39.953674
neutral,2025-06-09T23:04:40.018732
sad,2025-06-09T23:04:40.089079
sad,2025-06-09T23:04:40.151382
sad,2025-06-09T23:04:40.218561
sad,2025-06-09T23:04:40.288485
neutral,2025-06-09T23:04:40.351378
